date,product_category,region,customer,sales_amount,cost,profit,margin
2025-04-19 19:19:52.800927,Home & Garden,Central,Customer_004,339.36,223.63,115.73,34.1
2025-04-20 19:19:52.800927,Food & Beverages,West,Customer_037,68.97,43.62,25.35,36.76
2025-04-20 19:19:52.800927,Sports & Outdoors,East,Customer_046,152.84,100.51,52.33,34.24
2025-04-20 19:19:52.800927,Food & Beverages,West,Customer_032,93.72,58.59,35.12,37.48
2025-04-20 19:19:52.800927,Home & Garden,East,Customer_039,264.98,185.37,79.61,30.04
2025-04-20 19:19:52.800927,Clothing,East,Customer_024,35.72,21.8,13.92,38.96
2025-04-20 19:19:52.800927,Home & Garden,North,Customer_043,267.43,177.73,89.7,33.54
2025-04-20 19:19:52.800927,Sports & Outdoors,West,Customer_007,204.77,134.83,69.94,34.16
2025-04-20 19:19:52.800927,Clothing,West,Customer_002,111.31,72.88,38.43,34.53
2025-04-20 19:19:52.800927,Clothing,West,Customer_012,183.68,112.12,71.57,38.96
2025-04-20 19:19:52.800927,Electronics,South,Customer_039,163.46,99.05,64.41,39.4
2025-04-20 19:19:52.800927,Food & Beverages,West,Customer_042,112.57,68.26,44.31,39.36
2025-04-20 19:19:52.800927,Sports & Outdoors,East,Customer_035,176.72,115.31,61.41,34.75
2025-04-20 19:19:52.800927,Sports & Outdoors,North,Customer_024,155.71,101.72,53.98,34.67
2025-04-20 19:19:52.800927,Food & Beverages,South,Customer_044,77.1,51.26,25.84,33.52
2025-04-21 19:19:52.800927,Clothing,Central,Customer_004,233.46,150.1,83.36,35.71
2025-04-21 19:19:52.800927,Electronics,East,Customer_013,660.58,435.01,225.57,34.15
2025-04-21 19:19:52.800927,Food & Beverages,Central,Customer_041,76.46,46.3,30.15,39.44
2025-04-21 19:19:52.800927,Home & Garden,North,Customer_029,213.09,138.95,74.14,34.79
2025-04-21 19:19:52.800927,Clothing,East,Customer_018,113.54,69.32,44.21,38.94
2025-04-21 19:19:52.800927,Home & Garden,Central,Customer_049,323.9,208.46,115.44,35.64
2025-04-21 19:19:52.800927,Clothing,East,Customer_030,233.64,158.36,75.28,32.22
2025-04-22 19:19:52.800927,Food & Beverages,South,Customer_011,102.74,67.56,35.17,34.24
2025-04-22 19:19:52.800927,Clothing,North,Customer_018,143.79,99.02,44.76,31.13
2025-04-22 19:19:52.800927,Clothing,Central,Customer_044,173.23,111.26,61.97,35.77
2025-04-22 19:19:52.800927,Sports & Outdoors,West,Customer_041,275.33,172.21,103.12,37.45
2025-04-22 19:19:52.800927,Electronics,South,Customer_012,309.93,208.5,101.43,32.73
2025-04-22 19:19:52.800927,Home & Garden,West,Customer_046,276.41,192.88,83.53,30.22
2025-04-22 19:19:52.800927,Food & Beverages,North,Customer_007,129.83,86.33,43.49,33.5
2025-04-22 19:19:52.800927,Clothing,Central,Customer_010,83.48,53.84,29.64,35.51
2025-04-22 19:19:52.800927,Electronics,South,Customer_041,413.6,251.01,162.59,39.31
2025-04-22 19:19:52.800927,Sports & Outdoors,East,Customer_048,246.1,171.51,74.59,30.31
2025-04-23 19:19:52.800927,Clothing,West,Customer_017,207.89,138.26,69.64,33.5
2025-04-23 19:19:52.800927,Electronics,Central,Customer_006,685.33,444.26,241.07,35.18
2025-04-23 19:19:52.800927,Clothing,North,Customer_004,89.44,62.06,27.39,30.62
2025-04-23 19:19:52.800927,Sports & Outdoors,East,Customer_030,173.44,105.7,67.74,39.06
2025-04-23 19:19:52.800927,Home & Garden,East,Customer_039,140.96,86.77,54.18,38.44
2025-04-23 19:19:52.800927,Clothing,East,Customer_026,71.59,48.63,22.96,32.07
2025-04-23 19:19:52.800927,Clothing,East,Customer_041,219.31,135.87,83.44,38.05
2025-04-23 19:19:52.800927,Clothing,East,Customer_046,49.93,32.38,17.55,35.15
2025-04-23 19:19:52.800927,Sports & Outdoors,South,Customer_022,90.39,56.67,33.72,37.3
2025-04-23 19:19:52.800927,Clothing,East,Customer_047,86.24,55.03,31.21,36.19
2025-04-24 19:19:52.800927,Electronics,South,Customer_016,91.26,55.41,35.85,39.28
2025-04-24 19:19:52.800927,Clothing,West,Customer_041,157.22,95.5,61.72,39.26
2025-04-24 19:19:52.800927,Sports & Outdoors,East,Customer_050,206.96,131.07,75.89,36.67
2025-04-24 19:19:52.800927,Electronics,South,Customer_024,172.06,112.07,59.99,34.87
2025-04-24 19:19:52.800927,Sports & Outdoors,North,Customer_023,296.08,181.21,114.87,38.8
2025-04-24 19:19:52.800927,Home & Garden,North,Customer_024,388.6,253.41,135.19,34.79
2025-04-24 19:19:52.800927,Clothing,East,Customer_012,170.55,103.23,67.32,39.47
2025-04-24 19:19:52.800927,Home & Garden,West,Customer_042,159.59,103.5,56.09,35.15
2025-04-24 19:19:52.800927,Clothing,Central,Customer_018,10.0,6.95,3.05,30.54
2025-04-24 19:19:52.800927,Sports & Outdoors,West,Customer_042,206.45,132.41,74.04,35.86
2025-04-24 19:19:52.800927,Clothing,North,Customer_042,225.55,150.98,74.57,33.06
2025-04-24 19:19:52.800927,Home & Garden,East,Customer_022,349.3,235.86,113.43,32.48
2025-04-24 19:19:52.800927,Home & Garden,East,Customer_026,182.09,123.74,58.35,32.05
2025-04-24 19:19:52.800927,Sports & Outdoors,West,Customer_002,185.51,121.56,63.95,34.47
2025-04-24 19:19:52.800927,Clothing,South,Customer_033,144.39,99.53,44.86,31.07
2025-04-24 19:19:52.800927,Home & Garden,West,Customer_029,126.53,81.36,45.17,35.7
2025-04-24 19:19:52.800927,Home & Garden,North,Customer_050,248.72,154.92,93.8,37.71
2025-04-25 19:19:52.800927,Food & Beverages,East,Customer_021,120.31,76.6,43.72,36.34
2025-04-25 19:19:52.800927,Sports & Outdoors,South,Customer_022,159.61,100.12,59.5,37.27
2025-04-25 19:19:52.800927,Electronics,Central,Customer_014,578.11,358.72,219.39,37.95
2025-04-25 19:19:52.800927,Clothing,West,Customer_013,87.34,56.74,30.6,35.04
2025-04-25 19:19:52.800927,Clothing,North,Customer_045,107.63,72.01,35.62,33.1
2025-04-25 19:19:52.800927,Home & Garden,South,Customer_042,188.3,128.03,60.27,32.01
2025-04-25 19:19:52.800927,Food & Beverages,East,Customer_042,96.87,64.89,31.97,33.01
2025-04-25 19:19:52.800927,Home & Garden,East,Customer_040,221.14,151.85,69.29,31.33
2025-04-26 19:19:52.800927,Electronics,North,Customer_024,406.66,279.88,126.78,31.18
2025-04-26 19:19:52.800927,Home & Garden,Central,Customer_021,231.88,145.87,86.01,37.09
2025-04-26 19:19:52.800927,Clothing,South,Customer_033,183.06,128.07,54.99,30.04
2025-04-26 19:19:52.800927,Electronics,Central,Customer_029,553.04,332.68,220.37,39.85
2025-04-26 19:19:52.800927,Clothing,North,Customer_018,150.8,103.01,47.79,31.69
2025-04-26 19:19:52.800927,Electronics,North,Customer_012,443.79,308.06,135.72,30.58
2025-04-26 19:19:52.800927,Home & Garden,North,Customer_044,212.52,147.73,64.79,30.49
2025-04-26 19:19:52.800927,Food & Beverages,Central,Customer_020,30.0,18.83,11.17,37.22
2025-04-26 19:19:52.800927,Home & Garden,East,Customer_042,154.13,102.11,52.02,33.75
2025-04-26 19:19:52.800927,Home & Garden,East,Customer_002,53.2,34.97,18.22,34.26
2025-04-26 19:19:52.800927,Clothing,Central,Customer_048,82.77,51.76,31.0,37.46
2025-04-26 19:19:52.800927,Electronics,Central,Customer_012,47.49,29.84,17.65,37.17
2025-04-26 19:19:52.800927,Home & Garden,Central,Customer_035,438.2,276.18,162.02,36.97
2025-04-26 19:19:52.800927,Clothing,West,Customer_018,100.18,69.86,30.31,30.26
2025-04-26 19:19:52.800927,Sports & Outdoors,North,Customer_032,138.73,91.08,47.65,34.34
2025-04-26 19:19:52.800927,Sports & Outdoors,East,Customer_032,226.8,151.81,74.99,33.07
2025-04-26 19:19:52.800927,Food & Beverages,South,Customer_030,134.98,86.03,48.95,36.27
2025-04-26 19:19:52.800927,Food & Beverages,North,Customer_008,104.37,71.81,32.56,31.19
2025-04-27 19:19:52.800927,Clothing,West,Customer_027,28.24,18.85,9.38,33.23
2025-04-27 19:19:52.800927,Electronics,Central,Customer_010,377.18,242.84,134.35,35.62
2025-04-27 19:19:52.800927,Electronics,East,Customer_003,975.28,630.57,344.71,35.34
2025-04-27 19:19:52.800927,Electronics,Central,Customer_041,253.12,172.0,81.12,32.05
2025-04-27 19:19:52.800927,Home & Garden,South,Customer_037,76.33,46.27,30.07,39.39
2025-04-27 19:19:52.800927,Sports & Outdoors,East,Customer_004,373.69,247.83,125.86,33.68
2025-04-27 19:19:52.800927,Clothing,East,Customer_003,281.37,193.23,88.14,31.32
2025-04-27 19:19:52.800927,Food & Beverages,North,Customer_028,19.65,13.07,6.58,33.48
2025-04-27 19:19:52.800927,Clothing,North,Customer_046,287.64,174.87,112.76,39.2
2025-04-27 19:19:52.800927,Food & Beverages,East,Customer_050,110.69,70.57,40.12,36.25
2025-04-27 19:19:52.800927,Sports & Outdoors,East,Customer_003,288.33,199.04,89.29,30.97
2025-04-27 19:19:52.800927,Sports & Outdoors,South,Customer_009,60.1,39.98,20.11,33.47
2025-04-27 19:19:52.800927,Electronics,South,Customer_042,1004.96,619.66,385.3,38.34
2025-04-27 19:19:52.800927,Electronics,North,Customer_003,652.23,422.5,229.72,35.22
2025-04-27 19:19:52.800927,Food & Beverages,Central,Customer_025,45.24,31.66,13.58,30.02
2025-04-28 19:19:52.800927,Sports & Outdoors,West,Customer_001,10.0,6.5,3.5,34.96
2025-04-28 19:19:52.800927,Food & Beverages,West,Customer_019,154.15,96.17,57.98,37.61
2025-04-28 19:19:52.800927,Home & Garden,South,Customer_005,353.39,237.71,115.68,32.73
2025-04-28 19:19:52.800927,Home & Garden,East,Customer_008,43.15,29.67,13.49,31.25
2025-04-28 19:19:52.800927,Sports & Outdoors,East,Customer_047,138.28,94.83,43.45,31.42
2025-04-28 19:19:52.800927,Electronics,West,Customer_027,258.73,166.7,92.03,35.57
2025-04-28 19:19:52.800927,Clothing,North,Customer_004,144.25,97.43,46.82,32.46
2025-04-28 19:19:52.800927,Home & Garden,North,Customer_038,393.53,274.46,119.07,30.26
2025-04-28 19:19:52.800927,Electronics,Central,Customer_021,388.76,267.4,121.36,31.22
2025-04-28 19:19:52.800927,Sports & Outdoors,South,Customer_042,139.59,91.01,48.58,34.8
2025-04-28 19:19:52.800927,Sports & Outdoors,Central,Customer_014,108.46,70.63,37.83,34.88
2025-04-28 19:19:52.800927,Home & Garden,West,Customer_047,182.86,121.0,61.86,33.83
2025-04-28 19:19:52.800927,Electronics,North,Customer_022,10.0,6.75,3.25,32.52
2025-04-28 19:19:52.800927,Electronics,West,Customer_035,10.0,6.47,3.53,35.28
2025-04-29 19:19:52.800927,Sports & Outdoors,South,Customer_035,130.56,86.53,44.03,33.72
2025-04-29 19:19:52.800927,Electronics,North,Customer_013,409.82,259.68,150.15,36.64
2025-04-29 19:19:52.800927,Food & Beverages,East,Customer_019,91.26,61.78,29.48,32.3
2025-04-29 19:19:52.800927,Electronics,East,Customer_013,278.99,169.43,109.56,39.27
2025-04-29 19:19:52.800927,Home & Garden,Central,Customer_026,20.19,12.23,7.96,39.42
2025-04-29 19:19:52.800927,Clothing,North,Customer_029,10.0,6.85,3.15,31.48
2025-04-29 19:19:52.800927,Clothing,South,Customer_025,90.75,55.41,35.34,38.94
2025-04-29 19:19:52.800927,Clothing,North,Customer_032,234.76,146.04,88.72,37.79
2025-04-29 19:19:52.800927,Clothing,North,Customer_011,230.43,146.91,83.52,36.25
2025-04-29 19:19:52.800927,Electronics,South,Customer_017,652.79,394.27,258.52,39.6
2025-04-29 19:19:52.800927,Electronics,North,Customer_002,367.76,236.47,131.29,35.7
2025-04-29 19:19:52.800927,Sports & Outdoors,North,Customer_012,161.11,109.11,52.0,32.27
2025-04-29 19:19:52.800927,Clothing,North,Customer_002,191.33,121.31,70.02,36.6
2025-04-29 19:19:52.800927,Home & Garden,East,Customer_022,203.56,142.0,61.57,30.24
2025-04-29 19:19:52.800927,Electronics,North,Customer_002,607.52,421.47,186.04,30.62
2025-04-29 19:19:52.800927,Home & Garden,South,Customer_002,396.6,245.98,150.62,37.98
2025-04-29 19:19:52.800927,Electronics,North,Customer_036,766.3,520.41,245.89,32.09
2025-04-29 19:19:52.800927,Clothing,East,Customer_049,203.81,142.29,61.52,30.18
2025-04-29 19:19:52.800927,Sports & Outdoors,South,Customer_041,10.0,6.52,3.48,34.76
2025-04-30 19:19:52.800927,Sports & Outdoors,West,Customer_045,159.04,95.92,63.12,39.69
2025-04-30 19:19:52.800927,Clothing,West,Customer_023,218.06,148.12,69.95,32.08
2025-04-30 19:19:52.800927,Electronics,West,Customer_016,518.69,362.78,155.92,30.06
2025-04-30 19:19:52.800927,Home & Garden,West,Customer_048,138.76,91.84,46.92,33.81
2025-04-30 19:19:52.800927,Electronics,Central,Customer_023,595.58,398.18,197.4,33.14
2025-04-30 19:19:52.800927,Food & Beverages,North,Customer_009,47.8,30.29,17.51,36.63
2025-04-30 19:19:52.800927,Food & Beverages,Central,Customer_040,37.29,23.89,13.4,35.93
2025-04-30 19:19:52.800927,Home & Garden,Central,Customer_041,158.23,95.58,62.65,39.59
2025-04-30 19:19:52.800927,Sports & Outdoors,West,Customer_010,196.74,128.21,68.53,34.83
2025-04-30 19:19:52.800927,Sports & Outdoors,Central,Customer_028,206.93,124.76,82.17,39.71
2025-04-30 19:19:52.800927,Clothing,Central,Customer_044,159.03,100.15,58.88,37.02
2025-04-30 19:19:52.800927,Electronics,Central,Customer_025,371.26,258.64,112.62,30.33
2025-05-01 19:19:52.800927,Electronics,West,Customer_044,102.8,62.67,40.12,39.03
2025-05-01 19:19:52.800927,Food & Beverages,North,Customer_020,10.0,6.63,3.37,33.67
2025-05-01 19:19:52.800927,Clothing,Central,Customer_044,202.82,122.36,80.46,39.67
2025-05-01 19:19:52.800927,Sports & Outdoors,Central,Customer_047,115.01,77.15,37.86,32.92
2025-05-01 19:19:52.800927,Electronics,East,Customer_010,10.0,6.62,3.38,33.77
2025-05-01 19:19:52.800927,Home & Garden,North,Customer_018,129.54,90.01,39.52,30.51
2025-05-01 19:19:52.800927,Clothing,South,Customer_001,60.21,40.19,20.02,33.24
2025-05-01 19:19:52.800927,Home & Garden,South,Customer_033,245.08,155.88,89.2,36.4
2025-05-01 19:19:52.800927,Home & Garden,Central,Customer_005,10.0,6.93,3.07,30.7
2025-05-01 19:19:52.800927,Electronics,West,Customer_014,736.35,505.15,231.21,31.4
2025-05-01 19:19:52.800927,Electronics,Central,Customer_045,119.26,77.13,42.13,35.33
2025-05-01 19:19:52.800927,Electronics,North,Customer_007,538.55,346.94,191.61,35.58
2025-05-01 19:19:52.800927,Sports & Outdoors,Central,Customer_001,149.12,103.71,45.41,30.45
2025-05-02 19:19:52.800927,Clothing,South,Customer_015,130.29,82.65,47.64,36.57
2025-05-02 19:19:52.800927,Home & Garden,West,Customer_008,351.47,216.15,135.32,38.5
2025-05-02 19:19:52.800927,Clothing,South,Customer_006,122.68,77.86,44.82,36.53
2025-05-02 19:19:52.800927,Electronics,South,Customer_008,456.11,277.75,178.36,39.11
2025-05-02 19:19:52.800927,Food & Beverages,South,Customer_038,15.53,9.64,5.89,37.93
2025-05-02 19:19:52.800927,Electronics,East,Customer_014,398.31,265.26,133.04,33.4
2025-05-02 19:19:52.800927,Home & Garden,South,Customer_017,275.77,188.58,87.19,31.62
2025-05-02 19:19:52.800927,Sports & Outdoors,North,Customer_028,10.0,6.63,3.37,33.65
2025-05-02 19:19:52.800927,Food & Beverages,Central,Customer_034,28.31,18.27,10.03,35.45
2025-05-02 19:19:52.800927,Sports & Outdoors,North,Customer_038,217.81,140.85,76.96,35.33
2025-05-02 19:19:52.800927,Home & Garden,Central,Customer_028,252.98,176.83,76.15,30.1
2025-05-02 19:19:52.800927,Clothing,East,Customer_041,165.57,107.55,58.02,35.04
2025-05-02 19:19:52.800927,Electronics,East,Customer_007,257.7,168.15,89.55,34.75
2025-05-02 19:19:52.800927,Electronics,West,Customer_049,764.05,480.0,284.05,37.18
2025-05-03 19:19:52.800927,Sports & Outdoors,Central,Customer_045,73.39,46.39,27.0,36.79
2025-05-03 19:19:52.800927,Home & Garden,West,Customer_049,211.42,132.8,78.61,37.18
2025-05-03 19:19:52.800927,Clothing,Central,Customer_028,155.01,103.85,51.16,33.0
2025-05-03 19:19:52.800927,Home & Garden,North,Customer_025,179.35,122.2,57.15,31.86
2025-05-03 19:19:52.800927,Clothing,North,Customer_045,184.35,117.58,66.77,36.22
2025-05-03 19:19:52.800927,Sports & Outdoors,East,Customer_029,222.17,143.99,78.19,35.19
2025-05-03 19:19:52.800927,Clothing,West,Customer_025,110.13,71.58,38.55,35.0
2025-05-03 19:19:52.800927,Home & Garden,South,Customer_004,187.78,127.41,60.37,32.15
2025-05-03 19:19:52.800927,Food & Beverages,Central,Customer_034,153.0,104.54,48.46,31.67
2025-05-03 19:19:52.800927,Food & Beverages,South,Customer_017,86.15,56.33,29.82,34.62
2025-05-04 19:19:52.800927,Electronics,Central,Customer_043,566.25,384.99,181.26,32.01
2025-05-04 19:19:52.800927,Electronics,Central,Customer_030,380.31,245.97,134.34,35.32
2025-05-04 19:19:52.800927,Sports & Outdoors,West,Customer_013,71.86,43.49,28.37,39.48
2025-05-04 19:19:52.800927,Sports & Outdoors,North,Customer_041,341.0,229.03,111.98,32.84
2025-05-04 19:19:52.800927,Electronics,Central,Customer_011,453.65,300.06,153.59,33.86
2025-05-04 19:19:52.800927,Food & Beverages,West,Customer_007,92.28,64.19,28.09,30.44
2025-05-04 19:19:52.800927,Electronics,South,Customer_008,709.3,484.54,224.76,31.69
2025-05-04 19:19:52.800927,Sports & Outdoors,East,Customer_003,211.31,131.33,79.99,37.85
2025-05-04 19:19:52.800927,Electronics,South,Customer_017,593.12,368.52,224.6,37.87
2025-05-04 19:19:52.800927,Electronics,East,Customer_019,429.26,287.7,141.55,32.98
2025-05-04 19:19:52.800927,Home & Garden,East,Customer_012,168.28,106.86,61.42,36.5
2025-05-04 19:19:52.800927,Sports & Outdoors,Central,Customer_022,159.06,108.01,51.05,32.1
2025-05-04 19:19:52.800927,Food & Beverages,North,Customer_001,196.73,128.3,68.42,34.78
2025-05-04 19:19:52.800927,Clothing,North,Customer_029,102.94,63.68,39.26,38.14
2025-05-04 19:19:52.800927,Clothing,North,Customer_042,149.48,89.84,59.64,39.9
2025-05-05 19:19:52.800927,Home & Garden,North,Customer_001,267.53,165.03,102.5,38.31
2025-05-05 19:19:52.800927,Electronics,East,Customer_031,522.88,360.16,162.72,31.12
2025-05-05 19:19:52.800927,Electronics,Central,Customer_002,404.44,252.32,152.12,37.61
2025-05-05 19:19:52.800927,Food & Beverages,South,Customer_029,52.98,32.77,20.2,38.13
2025-05-05 19:19:52.800927,Sports & Outdoors,West,Customer_030,186.54,128.51,58.03,31.11
2025-05-05 19:19:52.800927,Sports & Outdoors,South,Customer_012,244.91,150.6,94.31,38.51
2025-05-05 19:19:52.800927,Electronics,South,Customer_020,837.28,544.63,292.65,34.95
2025-05-05 19:19:52.800927,Food & Beverages,North,Customer_008,124.23,82.84,41.39,33.32
2025-05-05 19:19:52.800927,Electronics,Central,Customer_009,716.75,477.08,239.67,33.44
2025-05-05 19:19:52.800927,Electronics,North,Customer_029,298.91,204.71,94.19,31.51
2025-05-05 19:19:52.800927,Food & Beverages,North,Customer_027,80.63,53.32,27.31,33.87
2025-05-05 19:19:52.800927,Sports & Outdoors,North,Customer_031,222.29,148.63,73.67,33.14
2025-05-05 19:19:52.800927,Sports & Outdoors,East,Customer_038,327.6,204.34,123.26,37.63
2025-05-05 19:19:52.800927,Clothing,West,Customer_009,248.16,170.6,77.57,31.26
2025-05-06 19:19:52.800927,Home & Garden,East,Customer_022,283.48,181.03,102.45,36.14
2025-05-06 19:19:52.800927,Clothing,Central,Customer_023,220.88,154.05,66.83,30.26
2025-05-06 19:19:52.800927,Home & Garden,East,Customer_039,212.74,128.57,84.17,39.56
2025-05-06 19:19:52.800927,Sports & Outdoors,West,Customer_035,43.19,25.99,17.2,39.83
2025-05-06 19:19:52.800927,Food & Beverages,West,Customer_023,20.92,13.08,7.84,37.47
2025-05-06 19:19:52.800927,Home & Garden,Central,Customer_012,145.07,93.79,51.29,35.35
2025-05-06 19:19:52.800927,Food & Beverages,South,Customer_026,92.84,55.82,37.02,39.87
2025-05-06 19:19:52.800927,Home & Garden,South,Customer_042,203.84,122.46,81.38,39.92
2025-05-06 19:19:52.800927,Electronics,East,Customer_039,640.58,422.98,217.6,33.97
2025-05-06 19:19:52.800927,Food & Beverages,West,Customer_028,19.1,12.93,6.17,32.31
2025-05-06 19:19:52.800927,Clothing,North,Customer_029,58.06,38.08,19.98,34.42
2025-05-07 19:19:52.800927,Food & Beverages,East,Customer_036,43.11,28.21,14.91,34.57
2025-05-07 19:19:52.800927,Food & Beverages,South,Customer_046,93.91,62.46,31.45,33.49
2025-05-07 19:19:52.800927,Home & Garden,East,Customer_006,225.57,144.16,81.41,36.09
2025-05-07 19:19:52.800927,Sports & Outdoors,North,Customer_045,135.03,85.34,49.7,36.8
2025-05-07 19:19:52.800927,Food & Beverages,South,Customer_038,46.89,30.87,16.03,34.18
2025-05-07 19:19:52.800927,Electronics,West,Customer_031,10.0,6.24,3.76,37.6
2025-05-07 19:19:52.800927,Electronics,South,Customer_032,536.75,375.37,161.38,30.07
2025-05-07 19:19:52.800927,Electronics,North,Customer_017,129.6,78.44,51.16,39.48
2025-05-07 19:19:52.800927,Food & Beverages,West,Customer_036,41.67,28.96,12.71,30.5
2025-05-07 19:19:52.800927,Sports & Outdoors,North,Customer_004,215.6,136.11,79.49,36.87
2025-05-07 19:19:52.800927,Food & Beverages,Central,Customer_025,64.6,44.31,20.28,31.4
2025-05-07 19:19:52.800927,Home & Garden,North,Customer_027,87.98,55.12,32.86,37.35
2025-05-07 19:19:52.800927,Sports & Outdoors,North,Customer_039,118.72,82.95,35.77,30.13
2025-05-07 19:19:52.800927,Clothing,West,Customer_022,245.58,156.5,89.08,36.27
2025-05-07 19:19:52.800927,Electronics,Central,Customer_035,296.66,194.9,101.76,34.3
2025-05-07 19:19:52.800927,Electronics,West,Customer_002,492.36,330.78,161.57,32.82
2025-05-08 19:19:52.800927,Food & Beverages,Central,Customer_038,10.0,6.71,3.29,32.86
2025-05-08 19:19:52.800927,Sports & Outdoors,North,Customer_005,195.43,136.25,59.19,30.28
2025-05-08 19:19:52.800927,Home & Garden,West,Customer_006,146.94,91.99,54.95,37.4
2025-05-08 19:19:52.800927,Food & Beverages,South,Customer_001,79.86,53.13,26.73,33.48
2025-05-08 19:19:52.800927,Food & Beverages,North,Customer_017,149.6,102.86,46.73,31.24
2025-05-08 19:19:52.800927,Home & Garden,Central,Customer_031,10.0,6.11,3.89,38.94
2025-05-08 19:19:52.800927,Electronics,Central,Customer_010,45.51,27.48,18.02,39.61
2025-05-08 19:19:52.800927,Clothing,East,Customer_015,329.88,230.8,99.08,30.03
2025-05-08 19:19:52.800927,Food & Beverages,East,Customer_039,183.91,115.34,68.57,37.28
2025-05-08 19:19:52.800927,Food & Beverages,South,Customer_015,41.54,28.19,13.35,32.15
2025-05-08 19:19:52.800927,Sports & Outdoors,North,Customer_022,27.14,16.3,10.84,39.94
2025-05-08 19:19:52.800927,Electronics,Central,Customer_003,696.5,465.57,230.93,33.16
2025-05-08 19:19:52.800927,Electronics,South,Customer_015,312.84,203.51,109.33,34.95
2025-05-08 19:19:52.800927,Home & Garden,South,Customer_023,239.98,167.52,72.46,30.19
2025-05-09 19:19:52.800927,Sports & Outdoors,Central,Customer_008,160.87,102.03,58.84,36.58
2025-05-09 19:19:52.800927,Home & Garden,South,Customer_046,271.98,177.69,94.29,34.67
2025-05-09 19:19:52.800927,Electronics,Central,Customer_009,10.0,6.08,3.92,39.22
2025-05-09 19:19:52.800927,Clothing,East,Customer_029,189.19,132.25,56.94,30.1
2025-05-09 19:19:52.800927,Clothing,Central,Customer_046,170.32,110.6,59.72,35.06
2025-05-09 19:19:52.800927,Electronics,West,Customer_004,592.04,369.56,222.48,37.58
2025-05-09 19:19:52.800927,Clothing,South,Customer_036,151.96,99.7,52.26,34.39
2025-05-09 19:19:52.800927,Clothing,East,Customer_009,141.98,92.25,49.73,35.02
2025-05-09 19:19:52.800927,Home & Garden,South,Customer_035,186.97,116.73,70.24,37.57
2025-05-09 19:19:52.800927,Electronics,West,Customer_006,1047.61,701.46,346.15,33.04
2025-05-09 19:19:52.800927,Clothing,East,Customer_047,290.03,182.71,107.31,37.0
2025-05-10 19:19:52.800927,Clothing,Central,Customer_048,155.86,108.53,47.32,30.36
2025-05-10 19:19:52.800927,Food & Beverages,South,Customer_002,73.48,50.81,22.67,30.85
2025-05-10 19:19:52.800927,Sports & Outdoors,West,Customer_038,134.31,86.47,47.84,35.62
2025-05-10 19:19:52.800927,Food & Beverages,Central,Customer_043,130.23,78.99,51.24,39.35
2025-05-10 19:19:52.800927,Food & Beverages,North,Customer_036,31.07,21.22,9.85,31.7
2025-05-10 19:19:52.800927,Sports & Outdoors,North,Customer_012,130.7,86.93,43.77,33.49
2025-05-10 19:19:52.800927,Clothing,North,Customer_022,292.37,182.13,110.24,37.7
2025-05-10 19:19:52.800927,Food & Beverages,South,Customer_029,96.84,66.3,30.54,31.54
2025-05-10 19:19:52.800927,Clothing,South,Customer_048,280.94,171.57,109.37,38.93
2025-05-10 19:19:52.800927,Sports & Outdoors,Central,Customer_048,70.28,46.45,23.83,33.9
2025-05-10 19:19:52.800927,Home & Garden,Central,Customer_003,298.39,201.14,97.25,32.59
2025-05-10 19:19:52.800927,Home & Garden,Central,Customer_046,402.05,275.65,126.4,31.44
2025-05-10 19:19:52.800927,Electronics,East,Customer_050,469.16,322.23,146.94,31.32
2025-05-11 19:19:52.800927,Sports & Outdoors,East,Customer_020,199.02,121.05,77.97,39.18
2025-05-11 19:19:52.800927,Clothing,South,Customer_042,56.83,35.67,21.16,37.23
2025-05-11 19:19:52.800927,Food & Beverages,West,Customer_004,73.96,51.64,22.31,30.17
2025-05-11 19:19:52.800927,Food & Beverages,North,Customer_002,175.53,116.65,58.89,33.55
2025-05-11 19:19:52.800927,Sports & Outdoors,North,Customer_038,256.1,173.87,82.24,32.11
2025-05-11 19:19:52.800927,Electronics,North,Customer_049,684.1,440.09,244.01,35.67
2025-05-11 19:19:52.800927,Sports & Outdoors,North,Customer_028,124.79,83.51,41.28,33.08
2025-05-11 19:19:52.800927,Clothing,South,Customer_010,261.46,157.38,104.08,39.81
2025-05-11 19:19:52.800927,Electronics,North,Customer_029,196.54,124.69,71.85,36.56
2025-05-11 19:19:52.800927,Sports & Outdoors,North,Customer_015,77.63,48.1,29.53,38.04
2025-05-11 19:19:52.800927,Clothing,East,Customer_020,210.83,142.21,68.62,32.55
2025-05-11 19:19:52.800927,Home & Garden,East,Customer_035,158.96,102.88,56.08,35.28
2025-05-11 19:19:52.800927,Food & Beverages,East,Customer_020,111.27,76.63,34.64,31.13
2025-05-11 19:19:52.800927,Home & Garden,North,Customer_021,139.06,90.19,48.88,35.15
2025-05-11 19:19:52.800927,Clothing,North,Customer_014,292.05,197.83,94.21,32.26
2025-05-11 19:19:52.800927,Clothing,East,Customer_040,10.0,6.52,3.48,34.8
2025-05-11 19:19:52.800927,Electronics,Central,Customer_018,947.15,583.52,363.63,38.39
2025-05-11 19:19:52.800927,Electronics,South,Customer_038,785.29,500.85,284.44,36.22
2025-05-12 19:19:52.800927,Sports & Outdoors,North,Customer_029,48.4,29.2,19.2,39.67
2025-05-12 19:19:52.800927,Sports & Outdoors,Central,Customer_026,199.58,121.25,78.33,39.25
